(1, 1, null, null, ../../assets/recipe-icons/copper-ingot.png, Copper Ingot, 1, Copper Ore, 3, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, null, null),
(693, 76, 409, null, ../../assets/recipe-icons/triplite-earrings-of-aiming.png, Triplite Earrings of Aiming, 1, Titanbronze Nugget, 1, Triplite, 2, Grade 1 Dexterity Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 6),
(694, 76, 409, null, ../../assets/recipe-icons/triplite-earrings-of-casting.png, Triplite Earrings of Casting, 1, Titanbronze Nugget, 1, Triplite, 2, Grade 1 Intelligence Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 6),
(695, 76, 409, null, ../../assets/recipe-icons/triplite-earrings-of-healing.png, Triplite Earrings of Healing, 1, Titanbronze Nugget, 1, Triplite, 2, Grade 1 Mind Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 6),
(696, 76, 409, null, ../../assets/recipe-icons/triplite-ring-of-fending.png, Triplite Ring of Fending, 1, Titanbronze Nugget, 1, Triplite, 1, Grade 1 Vitality Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 6),
(697, 76, 409, null, ../../assets/recipe-icons/triplite-ring-of-slaying.png, Triplite Ring of Slaying, 1, Titanbronze Nugget, 1, Triplite, 1, Grade 1 Strength Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 6),
(698, 76, 409, null, ../../assets/recipe-icons/triplite-ring-of-aiming.png, Triplite Ring of Aiming, 1, Titanbronze Nugget, 1, Triplite, 1, Grade 1 Dexterity Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 6),
(699, 76, 409, null, ../../assets/recipe-icons/triplite-ring-of-casting.png, Triplite Ring of Casting, 1, Titanbronze Nugget, 1, Triplite, 1, Grade 1 Intelligence Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 6),
(700, 76, 409, null, ../../assets/recipe-icons/triplite-ring-of-healing.png, Triplite Ring of Healing, 1, Titanbronze Nugget, 1, Triplite, 1, Grade 1 Mind Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 6),
(701, 77, 400, null, ../../assets/recipe-icons/titanbronze-needle.png, Titanbronze Needle, 1, Titanbronze Nugget, 2, Sandteak Lumber, 1, Titanbronze Ingot, 1, Tuff Whetstone, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(702, 77, 409, null, ../../assets/recipe-icons/titanbronze-headgear-of-fending.png, Titanbronze Headgear of Fending, 1, Titanbronze Nugget, 2, Zonure Leather, 1, Hardsilver Nugget, 1, Grade 1 Vitality Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(703, 77, 409, null, ../../assets/recipe-icons/titanbronze-headgear-of-maiming.png, Titanbronze Headgear of Maiming, 1, Titanbronze Nugget, 2, Zonure Leather, 1, Hardsilver Nugget, 1, Grade 1 Strength Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(704, 77, 409, null, ../../assets/recipe-icons/triplite-choker-of-fending.png, Triplite Choker of Fending, 1, Titanbronze Nugget, 2, Triplite, 1, Dhalmel Leather, 1, Grade 1 Vitality Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(705, 77, 409, null, ../../assets/recipe-icons/triplite-choker-of-slaying.png, Triplite Choker of Slaying, 1, Titanbronze Nugget, 2, Triplite, 1, Dhalmel Leather, 1, Grade 1 Strength Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(706, 77, 409, null, ../../assets/recipe-icons/triplite-choker-of-aiming.png, Triplite Choker of Aiming, 1, Titanbronze Nugget, 2, Triplite, 1, Dhalmel Leather, 1, Grade 1 Dexterity Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(707, 77, 409, null, ../../assets/recipe-icons/triplite-choker-of-casting.png, Triplite Choker of Casting, 1, Titanbronze Nugget, 2, Triplite, 1, Dhalmel Leather, 1, Grade 1 Intelligence Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(708, 77, 409, null, ../../assets/recipe-icons/triplite-choker-of-healing.png, Triplite Choker of Healing, 1, Titanbronze Nugget, 2, Triplite, 1, Dhalmel Leather, 1, Grade 1 Mind Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(709, 77, 409, null, ../../assets/recipe-icons/triplite-bracelet-of-fending.png, Triplite Bracelet of Fending, 1, Titanbronze Nugget, 1, Triplite, 2, Dhalmel Leather, 1, Grade 1 Vitality Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(710, 77, 409, null, ../../assets/recipe-icons/triplite-bracelet-of-slaying.png, Triplite Bracelet of Slaying, 1, Titanbronze Nugget, 1, Triplite, 2, Dhalmel Leather, 1, Grade 1 Strength Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(711, 77, 409, null, ../../assets/recipe-icons/triplite-bracelet-of-aiming.png, Triplite Bracelet of Aiming, 1, Titanbronze Nugget, 1, Triplite, 2, Dhalmel Leather, 1, Grade 1 Dexterity Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(712, 77, 409, null, ../../assets/recipe-icons/triplite-bracelet-of-casting.png, Triplite Bracelet of Casting, 1, Titanbronze Nugget, 1, Triplite, 2, Dhalmel Leather, 1, Grade 1 Intelligence Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(713, 77, 409, null, ../../assets/recipe-icons/triplite-bracelet-of-healing.png, Triplite Bracelet of Healing, 1, Titanbronze Nugget, 1, Triplite, 2, Dhalmel Leather, 1, Grade 1 Mind Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(714, 78, null, null, ../../assets/recipe-icons/petalite.png, Petalite, 1, Raw Petalite, 3, Tuff Whetstone, 1, null, null, null, null, null, null, null, null, Wind Crystal, 7, null, null),
(715, 78, null, null, ../../assets/recipe-icons/dwarven-mythril-nugget.png, Dwarven Mythril Nugget, 1, Dimythrite Sand, 4, Mythrite Sand, 1, null, null, null, null, null, null, null, null, Wind Crystal, 7, null, null),
(716, 78, 415, null, ../../assets/recipe-icons/dwarven-mythril-rapier.png, Dwarven Mythril Rapier, 1, Dwarven Mythril Nugget, 1, Dwarven Mythril Ingot, 2, Lignum Vitae Lumber, 1, Stonegold Nugget, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(717, 78, 415, null, ../../assets/recipe-icons/petalite-earrings-of-fending.png, Petalite Earrings of Fending, 1, Dwarven Mythril Nugget, 1, Petalite, 2, Grade 1 Vitality Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(718, 78, 415, null, ../../assets/recipe-icons/petalite-earrings-of-slaying.png, Petalite Earrings of Slaying, 1, Dwarven Mythril Nugget, 1, Petalite, 2, Grade 1 Strength Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(719, 78, 415, null, ../../assets/recipe-icons/petalite-earrings-of-aiming.png, Petalite Earrings of Aiming, 1, Dwarven Mythril Nugget, 1, Petalite, 2, Grade 1 Dexterity Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(720, 78, 415, null, ../../assets/recipe-icons/petalite-earrings-of-casting.png, Petalite Earrings of Casting, 1, Dwarven Mythril Nugget, 1, Petalite, 2, Grade 1 Intelligence Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(721, 78, 415, null, ../../assets/recipe-icons/petalite-earrings-of-healing.png, Petalite Earrings of Healing, 1, Dwarven Mythril Nugget, 1, Petalite, 2, Grade 1 Mind Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(722, 78, 415, null, ../../assets/recipe-icons/petalite-ring-of-fending.png, Petalite Ring of Fending, 1, Dwarven Mythril Nugget, 1, Petalite, 1, Grade 1 Vitality Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(723, 78, 415, null, ../../assets/recipe-icons/petalite-ring-of-slaying.png, Petalite Ring of Slaying, 1, Dwarven Mythril Nugget, 1, Petalite, 1, Grade 1 Strength Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(724, 78, 415, null, ../../assets/recipe-icons/petalite-ring-of-aiming.png, Petalite Ring of Aiming, 1, Dwarven Mythril Nugget, 1, Petalite, 1, Grade 1 Dexterity Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(725, 78, 415, null, ../../assets/recipe-icons/petalite-ring-of-casting.png, Petalite Ring of Casting, 1, Dwarven Mythril Nugget, 1, Petalite, 1, Grade 1 Intelligence Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(726, 78, 415, null, ../../assets/recipe-icons/petalite-ring-of-healing.png, Petalite Ring of Healing, 1, Dwarven Mythril Nugget, 1, Petalite, 1, Grade 1 Mind Alkahest, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(727, 79, 415, null, ../../assets/recipe-icons/petalite-choker-of-fending.png, Petalite Choker of Fending, 1, Dwarven Mythril Nugget, 2, Petalite, 1, Manasilver Nugget, 1, Grade 1 Vitality Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(728, 79, 415, null, ../../assets/recipe-icons/petalite-choker-of-slaying.png, Petalite Choker of Slaying, 1, Dwarven Mythril Nugget, 2, Petalite, 1, Manasilver Nugget, 1, Grade 1 Strength Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(729, 79, 415, null, ../../assets/recipe-icons/petalite-choker-of-aiming.png, Petalite Choker of Aiming, 1, Dwarven Mythril Nugget, 2, Petalite, 1, Manasilver Nugget, 1, Grade 1 Dexterity Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(730, 79, 415, null, ../../assets/recipe-icons/petalite-choker-of-casting.png, Petalite Choker of Casting, 1, Dwarven Mythril Nugget, 2, Petalite, 1, Manasilver Nugget, 1, Grade 1 Intelligence Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(731, 79, 415, null, ../../assets/recipe-icons/petalite-choker-of-healing.png, Petalite Choker of Healing, 1, Dwarven Mythril Nugget, 2, Petalite, 1, Manasilver Nugget, 1, Grade 1 Mind Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(732, 79, 415, null, ../../assets/recipe-icons/petalite-bracelet-of-fending.png, Petalite Bracelet of Fending, 1, Dwarven Mythril Nugget, 1, Petalite, 2, Manasilver Nugget, 1, Grade 1 Vitality Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(733, 79, 415, null, ../../assets/recipe-icons/petalite-bracelet-of-slaying.png, Petalite Bracelet of Slaying, 1, Dwarven Mythril Nugget, 1, Petalite, 2, Manasilver Nugget, 1, Grade 1 Strength Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(734, 79, 415, null, ../../assets/recipe-icons/petalite-bracelet-of-aiming.png, Petalite Bracelet of Aiming, 1, Dwarven Mythril Nugget, 1, Petalite, 2, Manasilver Nugget, 1, Grade 1 Dexterity Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(735, 79, 415, null, ../../assets/recipe-icons/petalite-bracelet-of-casting.png, Petalite Bracelet of Casting, 1, Dwarven Mythril Nugget, 1, Petalite, 2, Manasilver Nugget, 1, Grade 1 Intelligence Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(736, 79, 415, null, ../../assets/recipe-icons/petalite-bracelet-of-healing.png, Petalite Bracelet of Healing, 1, Dwarven Mythril Nugget, 1, Petalite, 2, Manasilver Nugget, 1, Grade 1 Mind Alkahest, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(737, 80, null, null, ../../assets/recipe-icons/onyx.png, Onyx, 1, Raw Onyx, 3, Tuff Whetstone, 1, null, null, null, null, null, null, null, null, Wind Crystal, 7, null, null),
(738, 80, 430, null, ../../assets/recipe-icons/dwarven-mythril-needle.png, Dwarven Mythril Needle, 1, Dwarven Mythril Nugget, 2, Lignum Vitae Lumber, 1, Dwarven Mythril Ingot, 1, Tuff Whetstone, 1, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(739, 80, 430, null, ../../assets/recipe-icons/dwarven-mythril-ear-cuffs.png, Dwarven Mythril Ear Cuffs, 1, Dwarven Mythril Nugget, 2, Dwarven Cotton, 1, null, null, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(740, 80, 430, null, ../../assets/recipe-icons/dwarven-mythril-choker.png, Dwarven Mythril Choker, 1, Dwarven Mythril Nugget, 2, Dwarven Cotton, 1, Iridescent Silk Thread, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(741, 80, 430, null, ../../assets/recipe-icons/dwarven-mythril-bracelets.png, Dwarven Mythril Bracelets, 1, Dwarven Mythril Nugget, 2, Dwarven Cotton, 1, Iridescent Silk Thread, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(742, 80, 430, null, ../../assets/recipe-icons/dwarven-mythril-ring.png, Dwarven Mythril Ring, 1, Dwarven Mythril Nugget, 1, Dwarven Cotton, 1, Iridescent Silk Thread, 1, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(743, 50 , null, Master Goldsmith I, ../../assets/recipe-icons/rose-gold-cog.png, Rose Gold Cog, 1, Rose Gold Nugget, 2, null, null, null, null, null, null, null, null, null, null, Wind Shard, 11, Fire Shard, 10),
(744, 50 , null, Master Goldsmith I, ../../assets/recipe-icons/magitek-repair-materials.png, Magitek Repair Materials, 1, Dark Matter Cluster, 1, Grade 6 Dark Matter, 5, null, null, null, null, null, null, null, null, Wind Crystal, 5, Fire Crystal, 5),
(745, 50 , null, Master Goldsmith I, ../../assets/recipe-icons/fluorite-lens.png, Fluorite Lens, 1, Clear Fluorite, 3, Emery, 1, Basilisk Whetstone, 1, Siltstone Whetstone, 1, null, null, null, null, Wind Cluster, 3, Fire Cluster, 2),
(746, 50 , null, Master Goldsmith I, ../../assets/recipe-icons/calibrated-rose-gold-cog.png, Calibrated Rose Gold Cog, 1, Rose Gold Cog, 1, Fieldcraft Demimateria III, 2, null, null, null, null, null, null, null, null, Wind Shard, 12, Fire Shard, 11),
(747, 50 , null, Master Goldsmith I, ../../assets/recipe-icons/ruby.png, Ruby, 1, Emery, 1, Raw Ruby, 1, null, null, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(748, 50 , null, Master Goldsmith I, ../../assets/recipe-icons/diamond.png, Diamond, 1, Emery, 1, Raw Diamond, 1, null, null, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(749, 50 , null, Master Goldsmith I, ../../assets/recipe-icons/emerald.png, Emerald, 1, Emery, 1, Raw Emerald, 1, null, null, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(750, 50 , null, Master Goldsmith I, ../../assets/recipe-icons/topaz.png, Topaz, 1, Emery, 1, Raw Topaz, 1, null, null, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(751, 50 , null, Master Goldsmith I, ../../assets/recipe-icons/iolite.png, Iolite, 1, Emery, 1, Raw Iolite, 1, null, null, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(752, 50 , null, Master Goldsmith I, ../../assets/recipe-icons/sapphire.png, Sapphire, 1, Emery, 1, Raw Sapphire, 1, null, null, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(753, 50 , null, Master Goldsmith I, ../../assets/recipe-icons/gold-ingot.png, Gold Ingot, 1, Raziqsand, 1, Native Gold, 1, Gold Ore, 1, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(754, 50 , null, Master Goldsmith I, ../../assets/recipe-icons/platinum-nugget.png, Platinum Nugget, 1, Platinum Ore, 3, null, null, null, null, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(755, 50 , null, Master Goldsmith I, ../../assets/recipe-icons/furnace-ring.png, Furnace Ring, 1, Aged Eye of Fire, 1, Belah'dian Silver, 1, Basilisk Whetstone, 1, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(756, 50 , 90, Master Goldsmith I, ../../assets/recipe-icons/gold-spectacles.png, Gold Spectacles, 1, Gold Ingot, 1, Terminus Putty, 2, Clear Glass Lens, 1, Rose Gold Nugget, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(757, 50 , null, Master Goldsmith I, ../../assets/recipe-icons/large-garden-pond.png, Large Garden Pond, 1, Siltstone, 48, Limestone, 48, Growth Formula Gamma, 16, Terminus Putty, 8, Fieldcraft Demimateria II, 8, null, null, Wind Cluster, 2, Fire Cluster, 1),
(758, 54, null, Master Goldsmith I, ../../assets/recipe-icons/celestine.png, Celestine, 1, Raw Celestine, 3, Aqueous Whetstone, 9, null, null, null, null, null, null, null, null, Wind Cluster, 1, Fire Cluster, 1),
(759, 50 , null, Master Goldsmith II, ../../assets/recipe-icons/platinum-ingot.png, Platinum Ingot, 1, Platinum Ore, 2, Raziqsap, 9, null, null, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(760, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/high-adjudicator's-staff.png, High Adjudicator's Staff, 1, Ancient Lumber, 1, Gold Ingot, 3, Iolite, 1, Large Levin Orb, 1, Battlecraft Demimateria III, 5, null, null, Lightning Cluster, 4, null, null),
(761, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/mighty-thunderstone.png, Mighty Thunderstone, 1, Wolfram Ingot, 2, Gold Ingot, 3, Large Levin Orb, 1, Battlecraft Demimateria III, 5, null, null, null, null, Lightning Cluster, 4, null, null),
(762, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-planisphere.png, Platinum Planisphere, 1, Allagan Catalyst, 3, Battlecraft Demimateria III, 3, Wootz Ingot, 2, Platinum Ingot, 3, Kirimu Leather, 1, Enchanted Platinum Ink, 1, Wind Cluster, 2, Fire Cluster, 2),
(763, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/mighty-thunderdome.png, Mighty Thunderdome, 1, Wolfram Ingot, 1, Gold Ingot, 3, Enchanted Gold Ink, 1, Large Levin Orb, 1, Battlecraft Demimateria III, 5, null, null, Lightning Cluster, 4, null, null),
(764, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-circlet-of-casting.png, Platinum Circlet of Casting, 1, Platinum Ingot, 3, Platinum Nugget, 1, Wolfram Ingot, 1, Silk Thread, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(765, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-circlet-of-healing.png, Platinum Circlet of Healing, 1, Platinum Ingot, 3, Platinum Nugget, 1, Wolfram Ingot, 1, Silk Thread, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(766, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-earrings-of-fending.png, Platinum Earrings of Fending, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Topaz, 2, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(767, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-earrings-of-slaying.png, Platinum Earrings of Slaying, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Ruby, 2, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(768, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-earrings-of-aiming.png, Platinum Earrings of Aiming, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Iolite, 2, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(769, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-earrings-of-healing.png, Platinum Earrings of Healing, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Emerald, 2, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(770, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-earrings-of-casting.png, Platinum Earrings of Casting, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Sapphire, 2, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(771, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-scarf-of-fending.png, Platinum Scarf of Fending, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Diamond, 1, Cashmere Cloth, 1, null, null, Wind Cluster, 2, Fire Cluster, 2),
(772, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-scarf-of-slaying.png, Platinum Scarf of Slaying, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Ruby, 1, Cashmere Cloth, 1, null, null, Wind Cluster, 2, Fire Cluster, 2),
(773, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-scarf-of-aiming.png, Platinum Scarf of Aiming, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Iolite, 1, Cashmere Cloth, 1, null, null, Wind Cluster, 2, Fire Cluster, 2),
(774, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-scarf-of-healing.png, Platinum Scarf of Healing, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Emerald, 1, Cashmere Cloth, 1, null, null, Wind Cluster, 2, Fire Cluster, 2),
(775, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-scarf-of-casting.png, Platinum Scarf of Casting, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Sapphire, 1, Cashmere Cloth, 1, null, null, Wind Cluster, 2, Fire Cluster, 2),
(776, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-bangles-of-fending.png, Platinum Bangles of Fending, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Topaz, 2, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(777, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-bangles-of-slaying.png, Platinum Bangles of Slaying, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Ruby, 2, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(778, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-bangles-of-aiming.png, Platinum Bangles of Aiming, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Iolite, 2, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(779, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-bangles-of-healing.png, Platinum Bangles of Healing, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Emerald, 2, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(780, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-bangles-of-casting.png, Platinum Bangles of Casting, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Sapphire, 2, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(781, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-ring-of-fending.png, Platinum Ring of Fending, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Topaz, 1, Gold Ingot, 1, null, null, Wind Cluster, 2, Fire Cluster, 2),
(782, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-ring-of-slaying.png, Platinum Ring of Slaying, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Ruby, 1, Gold Ingot, 1, null, null, Wind Cluster, 2, Fire Cluster, 2),
(783, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-ring-of-aiming.png, Platinum Ring of Aiming, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Iolite, 1, Gold Ingot, 1, null, null, Wind Cluster, 2, Fire Cluster, 2),
(784, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-ring-of-healing.png, Platinum Ring of Healing, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Emerald, 1, Gold Ingot, 1, null, null, Wind Cluster, 2, Fire Cluster, 2),
(785, 50 , 110, Master Goldsmith II, ../../assets/recipe-icons/platinum-ring-of-casting.png, Platinum Ring of Casting, 1, Allagan Catalyst, 1, Battlecraft Demimateria III, 2, Platinum Ingot, 3, Sapphire, 1, Gold Ingot, 1, null, null, Wind Cluster, 2, Fire Cluster, 2),
(786, 59, 150, Master Goldsmith III, ../../assets/recipe-icons/citrine-choker-of-fending.png, Citrine Choker of Fending, 1, Aurum Regis Nugget, 1, Citrine, 1, Amphiptere Leather, 1, Grade 1 Vitality Dissolvent, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(787, 59, 150, Master Goldsmith III, ../../assets/recipe-icons/citrine-choker-of-slaying.png, Citrine Choker of Slaying, 1, Aurum Regis Nugget, 1, Citrine, 1, Amphiptere Leather, 1, Grade 1 Strength Dissolvent, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(788, 59, 150, Master Goldsmith III, ../../assets/recipe-icons/citrine-choker-of-aiming.png, Citrine Choker of Aiming, 1, Aurum Regis Nugget, 1, Citrine, 1, Amphiptere Leather, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(789, 59, 150, Master Goldsmith III, ../../assets/recipe-icons/citrine-choker-of-healing.png, Citrine Choker of Healing, 1, Aurum Regis Nugget, 1, Citrine, 1, Amphiptere Leather, 1, Grade 1 Mind Dissolvent, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(790, 59, 150, Master Goldsmith III, ../../assets/recipe-icons/citrine-choker-of-casting.png, Citrine Choker of Casting, 1, Aurum Regis Nugget, 1, Citrine, 1, Amphiptere Leather, 1, Grade 1 Intelligence Dissolvent, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(791, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/aurum-regis-staff.png, Aurum Regis Staff, 1, Aurum Regis Nugget, 2, Adamantite Nugget, 2, Birch Lumber, 1, Carnelian, 2, Wing Glue, 1, null, null, Wind Cluster, 2, Fire Cluster, 1),
(792, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/aurum-regis-planisphere.png, Aurum Regis Planisphere, 1, Aurum Regis Nugget, 2, Hardsilver Ingot, 2, Mormorion, 3, Enchanted Aurum Regis Ink, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(793, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/griffin-talon-needle.png, Griffin Talon Needle, 1, Griffin Talon, 1, Adamantite Nugget, 1, Birch Lumber, 1, Cloud Mica Whetstone, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
