(1, 1, null, null, ../../assets/recipe-icons/leatherworker/leather.png, Leather, 1, Animal Skin, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, null, null),
(835, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-allagan-gloves-of-casting.png, Replica Allagan Gloves of Casting, 1, Allagan Aetherstone - Hand Gear, 2, Kirimu Leather, 2, Arachne Velveteen, 1, Platinum Ingot, 1, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 2, Wind Cluster, 2),
(836, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-high-allagan-gloves-of-casting.png, Replica High Allagan Gloves of Casting, 1, High Allagan Aetherstone - Hand Gear, 2, Kirimu Leather, 2, Platinum Ingot, 2, Battlecraft Demimateria III, 3, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(837, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-dreadwyrm-gloves-of-casting.png, Replica Dreadwyrm Gloves of Casting, 1, Neo Aetherstone - Hand Gear, 2, Kirimu Leather, 2, Platinum Ingot, 2, Gold Ingot, 2, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 2, Wind Cluster, 2),
(838, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-allagan-gloves-of-healing.png, Replica Allagan Gloves of Healing, 1, Allagan Aetherstone - Hand Gear, 2, Kirimu Leather, 2, Arachne Velveteen, 1, Platinum Ingot, 1, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 2, Wind Cluster, 2),
(839, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-high-allagan-gloves-of-healing.png, Replica High Allagan Gloves of Healing, 1, High Allagan Aetherstone - Hand Gear, 2, Kirimu Leather, 2, Arachne Velveteen, 1, Platinum Ingot, 1, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 2, Wind Cluster, 2),
(840, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-dreadwyrm-gloves-of-healing.png, Replica Dreadwyrm Gloves of Healing, 1, Neo Aetherstone - Hand Gear, 2, Kirimu Leather, 2, Arachne Velveteen, 1, Platinum Ingot, 1, Gold Ingot, 2, Battlecraft Demimateria III, 3, Earth Cluster, 2, Wind Cluster, 2),
(841, 60 , 170, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/carbonweave-gloves-of-gathering.png, Carbonweave Gloves of Gathering, 1, Carbon Fiber, 1, Pterodactyl Leather, 1, Sewing Thread, 2, Titanium Alloy Ingot, 1, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(842, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-high-allagan-trousers-of-fending.png, Replica High Allagan Trousers of Fending, 1, High Allagan Aetherstone - Leg Gear, 2, Kirimu Leather, 2, Arachne Velveteen, 2, Platinum Ingot, 1, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 2, Wind Cluster, 2),
(843, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-high-allagan-trousers-of-maiming.png, Replica High Allagan Trousers of Maiming, 1, High Allagan Aetherstone - Leg Gear, 2, Kirimu Leather, 3, Arachne Velveteen, 1, Platinum Ingot, 1, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 2, Wind Cluster, 2),
(844, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-dreadwyrm-breeches-of-maiming.png, Replica Dreadwyrm Breeches of Maiming, 1, Neo Aetherstone - Leg Gear, 2, Kirimu Leather, 3, Arachne Velveteen, 1, Platinum Ingot, 1, Gold Ingot, 2, Battlecraft Demimateria III, 3, Earth Cluster, 2, Wind Cluster, 2),
(845, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-high-allagan-trousers-of-striking.png, Replica High Allagan Trousers of Striking, 1, High Allagan Aetherstone - Leg Gear, 2, Kirimu Leather, 3, Arachne Velveteen, 1, Platinum Ingot, 1, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 2, Wind Cluster, 2),
(846, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-high-allagan-breeches-of-aiming.png, Replica High Allagan Breeches of Aiming, 1, High Allagan Aetherstone - Leg Gear, 2, Kirimu Leather, 2, Arachne Velveteen, 2, Platinum Ingot, 1, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 2, Wind Cluster, 2),
(847, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-dreadwyrm-breeches-of-aiming.png, Replica Dreadwyrm Breeches of Aiming, 1, Neo Aetherstone - Leg Gear, 2, Kirimu Leather, 3, Arachne Velveteen, 1, Platinum Ingot, 1, Gold Ingot, 2, Battlecraft Demimateria III, 3, Earth Cluster, 2, Wind Cluster, 2),
(848, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-high-allagan-breeches-of-casting.png, Replica High Allagan Breeches of Casting, 1, High Allagan Aetherstone - Leg Gear, 2, Kirimu Leather, 2, Arachne Velveteen, 2, Platinum Ingot, 1, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 2, Wind Cluster, 2),
(849, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-dreadwyrm-boots-of-striking.png, Replica Dreadwyrm Boots of Striking, 1, Neo Aetherstone - Foot Gear, 2, Wootz Ingot, 1, Kirimu Leather, 2, Platinum Ingot, 1, Gold Ingot, 2, Battlecraft Demimateria III, 3, Earth Cluster, 2, Wind Cluster, 2),
(850, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-dreadwyrm-boots-of-scouting.png, Replica Dreadwyrm Boots of Scouting, 1, Neo Aetherstone - Foot Gear, 2, Wootz Ingot, 1, Kirimu Leather, 2, Platinum Ingot, 1, Gold Ingot, 2, Battlecraft Demimateria III, 3, Earth Cluster, 2, Wind Cluster, 2),
(851, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-high-allagan-boots-of-aiming.png, Replica High Allagan Boots of Aiming, 1, High Allagan Aetherstone - Foot Gear, 2, Kirimu Leather, 2, Arachne Velveteen, 1, Platinum Ingot, 1, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 2, Wind Cluster, 2),
(852, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-allagan-boots-of-casting.png, Replica Allagan Boots of Casting, 1, Allagan Aetherstone - Foot Gear, 2, Kirimu Leather, 2, Arachne Velveteen, 1, Platinum Ingot, 1, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 2, Wind Cluster, 2),
(853, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-high-allagan-boots-of-casting.png, Replica High Allagan Boots of Casting, 1, High Allagan Aetherstone - Foot Gear, 2, Kirimu Leather, 2, Arachne Velveteen, 1, Platinum Ingot, 1, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 2, Wind Cluster, 2),
(854, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-dreadwyrm-shoes-of-casting.png, Replica Dreadwyrm Shoes of Casting, 1, Neo Aetherstone - Foot Gear, 2, Kirimu Leather, 2, Arachne Velveteen, 1, Platinum Ingot, 1, Gold Ingot, 2, Battlecraft Demimateria III, 3, Earth Cluster, 2, Wind Cluster, 2),
(855, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-allagan-boots-of-healing.png, Replica Allagan Boots of Healing, 1, Allagan Aetherstone - Foot Gear, 2, Kirimu Leather, 2, Arachne Velveteen, 1, Platinum Ingot, 1, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 2, Wind Cluster, 2),
(856, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-high-allagan-thighboots-of-healing.png, Replica High Allagan Thighboots of Healing, 1, High Allagan Aetherstone - Foot Gear, 2, Kirimu Leather, 1, Wootz Ingot, 2, Platinum Ingot, 1, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 2, Wind Cluster, 2),
(857, 60 , 50, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/replica-dreadwyrm-shoes-of-healing.png, Replica Dreadwyrm Shoes of Healing, 1, Neo Aetherstone - Foot Gear, 2, Kirimu Leather, 2, Arachne Velveteen, 1, Platinum Ingot, 1, Gold Ingot, 2, Battlecraft Demimateria III, 3, Earth Cluster, 2, Wind Cluster, 2),
(858, 60 , 170, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/carbonweave-boots-of-crafting.png, Carbonweave Boots of Crafting, 1, Carbon Fiber, 1, Pterodactyl Leather, 1, Sewing Thread, 2, Titanium Alloy Ingot, 1, Rubber, 2, null, null, Earth Cluster, 2, Wind Cluster, 2),
(859, 60 , 170, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/carbonweave-boots-of-gathering.png, Carbonweave Boots of Gathering, 1, Carbon Fiber, 1, Pterodactyl Leather, 1, Sewing Thread, 2, Titanium Alloy Ingot, 1, Rubber, 2, null, null, Earth Cluster, 2, Wind Cluster, 2),
(860, 60 , null, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sephirotic-barding.png, Sephirotic Barding, 1, Sephirot Sap, 1, Dinosaur Leather, 4, Star Sapphire, 1, Star Ruby, 2, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(861, 60 , null, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/pudding-settee.png, Pudding Settee, 1, Tincalconite, 2, Pudding Flesh, 6, Amphiptere Leather, 2, null, null, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(862, 60 , null, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather.png, Eikon Leather, 1, Eikon Hide, 2, Camphor, 3, Wattle Bark, 1, null, null, null, null, null, null, Earth Cluster, 3, Wind Cluster, 2),
(863, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-headgear-of-maiming.png, Eikon Leather Headgear of Maiming, 1, Eikon Leather, 2, High Mythrite Ingot, 1, Crawler Silk, 1, Scale Glue, 1, Grade 1 Strength Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(864, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-headgear-of-striking.png, Eikon Leather Headgear of Striking, 1, Eikon Leather, 2, High Mythrite Ingot, 1, Crawler Silk, 1, Scale Glue, 1, Grade 1 Strength Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(865, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-headgear-of-casting.png, Eikon Leather Headgear of Casting, 1, Eikon Leather, 2, High Mythrite Ingot, 1, Crawler Silk, 1, Scale Glue, 1, Grade 1 Intelligence Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(866, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-corselet-of-maiming.png, Eikon Leather Corselet of Maiming, 1, Eikon Leather, 2, High Mythrite Ingot, 1, Eikon Iron Ingot, 1, Crawler Silk, 1, Grade 1 Strength Dissolvent, 3, null, null, Earth Cluster, 3, Wind Cluster, 2),
(867, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-corselet-of-striking.png, Eikon Leather Corselet of Striking, 1, Eikon Leather, 2, High Mythrite Ingot, 1, Eikon Iron Ingot, 1, Crawler Silk, 1, Grade 1 Strength Dissolvent, 3, null, null, Earth Cluster, 3, Wind Cluster, 2),
(868, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-corselet-of-casting.png, Eikon Leather Corselet of Casting, 1, Eikon Leather, 2, High Mythrite Ingot, 1, Eikon Iron Ingot, 1, Crawler Silk, 1, Grade 1 Intelligence Dissolvent, 3, null, null, Earth Cluster, 3, Wind Cluster, 2),
(869, 60 , 1, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/expeditioner's-coat.png, Expeditioner's Coat, 1, Antique Leather, 2, Antique Rug, 1, Ramie Thread, 1, Titanium Nugget, 1, Battlecraft Demimateria III, 3, null, null, Earth Cluster, 3, Wind Cluster, 2),
(870, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-armguards-of-maiming.png, Eikon Leather Armguards of Maiming, 1, Eikon Leather, 2, Eikon Cloth, 1, Titanium Ingot, 1, Crawler Silk, 1, Grade 1 Strength Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(871, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-armguards-of-striking.png, Eikon Leather Armguards of Striking, 1, Eikon Leather, 2, Eikon Cloth, 1, Titanium Ingot, 1, Crawler Silk, 1, Grade 1 Strength Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(872, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-armguards-of-casting.png, Eikon Leather Armguards of Casting, 1, Eikon Leather, 2, Eikon Cloth, 1, Titanium Ingot, 1, Crawler Silk, 1, Grade 1 Intelligence Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(873, 60 , 1, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/expeditioner's-gloves.png, Expeditioner's Gloves, 1, Antique Leather, 2, Ramie Thread, 1, Titanium Rivets, 1, Battlecraft Demimateria III, 2, null, null, null, null, Earth Cluster, 3, Wind Cluster, 2),
(874, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-ringbelt-of-scouting.png, Eikon Leather Ringbelt of Scouting, 1, Eikon Leather, 2, Titanium Alloy Ingot, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, null, null, Earth Cluster, 3, Wind Cluster, 2),
(875, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-ringbelt-of-aiming.png, Eikon Leather Ringbelt of Aiming, 1, Eikon Leather, 2, Titanium Alloy Ingot, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, null, null, Earth Cluster, 3, Wind Cluster, 2),
(876, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-breeches-of-fending.png, Eikon Leather Breeches of Fending, 1, Eikon Leather, 3, Eikon Cloth, 1, Aurum Regis Nugget, 1, Grade 1 Vitality Dissolvent, 3, null, null, null, null, Earth Cluster, 3, Wind Cluster, 2),
(877, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-leg-guards-of-maiming.png, Eikon Leather Leg Guards of Maiming, 1, Eikon Leather, 2, Eikon Cloth, 1, Titanium Ingot, 1, Rubber, 1, Grade 1 Strength Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(878, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-leg-guards-of-striking.png, Eikon Leather Leg Guards of Striking, 1, Eikon Leather, 2, Eikon Cloth, 1, Titanium Ingot, 1, Rubber, 1, Grade 1 Strength Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(879, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-thighboots-of-scouting.png, Eikon Leather Thighboots of Scouting, 1, Eikon Leather, 2, Eikon Cloth, 1, Crawler Silk, 1, Rubber, 1, Grade 1 Dexterity Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(880, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-thighboots-of-aiming.png, Eikon Leather Thighboots of Aiming, 1, Eikon Leather, 2, Eikon Cloth, 1, Crawler Silk, 1, Rubber, 1, Grade 1 Dexterity Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(881, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-boots-of-casting.png, Eikon Leather Boots of Casting, 1, Eikon Leather, 2, Eikon Cloth, 1, Titanium Ingot, 1, Rubber, 1, Grade 1 Intelligence Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(882, 60 , 220, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/eikon-leather-boots-of-healing.png, Eikon Leather Boots of Healing, 1, Eikon Leather, 2, Eikon Cloth, 1, Crawler Silk, 1, Rubber, 1, Grade 1 Mind Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(883, 60 , 1, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/expeditioner's-moccasins.png, Expeditioner's Moccasins, 1, Antique Leather, 1, Antique Rug, 1, Ramie Thread, 1, Rubber, 1, Battlecraft Demimateria III, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(884, 60 , 1, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/expeditioner's-thighboots.png, Expeditioner's Thighboots, 1, Antique Leather, 2, Ramie Thread, 1, Rubber, 1, Battlecraft Demimateria III, 2, null, null, null, null, Earth Cluster, 3, Wind Cluster, 2),
(885, 60 , null, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/peteinosaur-leather.png, Peteinosaur Leather, 1, Peteinosaur, 1, Camphor, 1, null, null, null, null, null, null, null, null, Earth Cluster, 3, Wind Cluster, 2),
(886, 60 , 190, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/ironworks-cap-of-gathering.png, Ironworks Cap of Gathering, 1, Luminous Fiber, 2, Eikon Leather, 2, Eikon Fiber, 1, Eikon Iron Ingot, 1, Crystal Glass, 1, Fieldcraft Demimateria III, 2, Earth Cluster, 3, Wind Cluster, 2),
(887, 60 , 190, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/ironworks-vest-of-gathering.png, Ironworks Vest of Gathering, 1, Luminous Fiber, 3, Eikon Leather, 2, Eikon Cloth, 1, Eikon Fiber, 2, High Mythrite Ingot, 1, Fieldcraft Demimateria III, 3, Earth Cluster, 3, Wind Cluster, 2),
(888, 60 , 190, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/ironworks-gloves-of-gathering.png, Ironworks Gloves of Gathering, 1, Luminous Fiber, 2, Eikon Leather, 2, Eikon Fiber, 1, High Mythrite Ingot, 1, Fieldcraft Demimateria III, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(889, 60 , 190, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/ironworks-belt-of-crafting.png, Ironworks Belt of Crafting, 1, Luminous Fiber, 1, Eikon Leather, 2, High Mythrite Nugget, 1, Fieldcraft Demimateria III, 1, null, null, null, null, Earth Cluster, 3, Wind Cluster, 2),
(890, 60 , 190, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/ironworks-belt-of-gathering.png, Ironworks Belt of Gathering, 1, Luminous Fiber, 1, Eikon Leather, 2, High Mythrite Nugget, 1, Fieldcraft Demimateria III, 1, null, null, null, null, Earth Cluster, 3, Wind Cluster, 2),
(891, 60 , 190, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/ironworks-boots-of-crafting.png, Ironworks Boots of Crafting, 1, Luminous Fiber, 2, Eikon Leather, 2, Eikon Fiber, 1, High Mythrite Ingot, 1, Rubber, 2, Fieldcraft Demimateria III, 2, Earth Cluster, 3, Wind Cluster, 2),
(892, 60 , 190, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/ironworks-boots-of-gathering.png, Ironworks Boots of Gathering, 1, Luminous Fiber, 2, Eikon Leather, 2, Eikon Fiber, 1, High Mythrite Ingot, 1, Rubber, 2, Fieldcraft Demimateria III, 2, Earth Cluster, 3, Wind Cluster, 2),
(893, 60 , null, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/horde-barding.png, Horde Barding, 1, Nidhogg's Scale, 3, Eikon Leather, 4, Griffin Leather Strap, 1, Eikon Iron Ingot, 1, Beastkin Horn, 2, null, null, Earth Cluster, 3, Wind Cluster, 2),
(894, 60 , null, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/hemicyon-leather.png, Hemicyon Leather, 1, Hemicyon Hide, 2, Camphor, 3, Wattle Bark, 1, Dubbin, 1, null, null, null, null, Earth Cluster, 3, Wind Cluster, 3),
(895, 60 , 255, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sky-rat-harness-of-fending.png, Sky Rat Harness of Fending, 1, Peteinosaur Leather, 2, Cloud Mythril Ingot, 1, Chimerical Felt, 1, High Mythrite Nugget, 1, Dawnborne Aethersand, 2, Grade 2 Vitality Dissolvent, 2, Earth Cluster, 3, Wind Cluster, 3),
(896, 60 , 255, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sky-rat-harness-of-maiming.png, Sky Rat Harness of Maiming, 1, Peteinosaur Leather, 2, Cloud Mythril Ingot, 1, Chimerical Felt, 1, High Mythrite Nugget, 1, Dawnborne Aethersand, 2, Grade 2 Strength Dissolvent, 2, Earth Cluster, 3, Wind Cluster, 3),
(897, 60 , 255, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sky-rat-harness-of-striking.png, Sky Rat Harness of Striking, 1, Peteinosaur Leather, 2, Stormcloud Cotton Cloth, 1, High Mythrite Nugget, 1, Griffin Leather Strap, 1, Dawnborne Aethersand, 2, Grade 2 Strength Dissolvent, 2, Earth Cluster, 3, Wind Cluster, 3),
(898, 60 , 255, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sky-rat-harness-of-scouting.png, Sky Rat Harness of Scouting, 1, Peteinosaur Leather, 2, Cloud Mythril Ingot, 1, Chimerical Felt, 1, High Mythrite Nugget, 1, Dawnborne Aethersand, 2, Grade 2 Dexterity Dissolvent, 2, Earth Cluster, 3, Wind Cluster, 3),
(899, 60 , 255, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sky-rat-harness-of-aiming.png, Sky Rat Harness of Aiming, 1, Peteinosaur Leather, 2, Stormcloud Cotton Cloth, 1, High Mythrite Nugget, 1, Griffin Leather Strap, 1, Dawnborne Aethersand, 2, Grade 2 Dexterity Dissolvent, 2, Earth Cluster, 3, Wind Cluster, 3),
(900, 60 , 255, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sky-rat-harness-of-casting.png, Sky Rat Harness of Casting, 1, Peteinosaur Leather, 2, Stormcloud Cotton Cloth, 1, High Mythrite Nugget, 1, Griffin Leather Strap, 1, Dawnborne Aethersand, 2, Grade 2 Intelligence Dissolvent, 2, Earth Cluster, 3, Wind Cluster, 3),
(901, 60 , 255, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sky-rat-harness-of-healing.png, Sky Rat Harness of Healing, 1, Peteinosaur Leather, 2, Cloud Mythril Ingot, 1, Chimerical Felt, 1, High Mythrite Nugget, 1, Dawnborne Aethersand, 2, Grade 2 Mind Dissolvent, 2, Earth Cluster, 3, Wind Cluster, 3),
(902, 60 , 250, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/hemiskin-gloves-of-striking.png, Hemiskin Gloves of Striking, 1, Hemicyon Leather, 2, Star Velvet, 1, Griffin Leather Strap, 1, Sewing Thread, 1, Grade 3 Strength Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 3),
(903, 60 , 255, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sky-rat-fingerless-gloves-of-striking.png, Sky Rat Fingerless Gloves of Striking, 1, Peteinosaur Leather, 1, Stormcloud Cotton Cloth, 1, Chimerical Felt, 1, High Mythrite Nugget, 1, Dawnborne Aethersand, 1, Grade 2 Strength Dissolvent, 1, Earth Cluster, 3, Wind Cluster, 3),
(904, 60 , 250, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/hemiskin-gloves-of-scouting.png, Hemiskin Gloves of Scouting, 1, Hemicyon Leather, 2, Star Velvet, 1, Griffin Leather Strap, 1, Sewing Thread, 1, Grade 3 Dexterity Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 3),
(905, 60 , 250, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/hemiskin-gloves-of-aiming.png, Hemiskin Gloves of Aiming, 1, Hemicyon Leather, 2, Star Velvet, 1, Griffin Leather Strap, 1, Sewing Thread, 1, Grade 3 Dexterity Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 3),
(906, 60 , 255, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sky-rat-fingerless-gloves-of-aiming.png, Sky Rat Fingerless Gloves of Aiming, 1, Peteinosaur Leather, 1, Stormcloud Cotton Cloth, 1, Chimerical Felt, 1, High Mythrite Nugget, 1, Dawnborne Aethersand, 1, Grade 2 Dexterity Dissolvent, 1, Earth Cluster, 3, Wind Cluster, 3),
(907, 60 , 255, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sky-rat-fingerless-gloves-of-casting.png, Sky Rat Fingerless Gloves of Casting, 1, Peteinosaur Leather, 1, Stormcloud Cotton Cloth, 1, Chimerical Felt, 1, High Mythrite Nugget, 1, Dawnborne Aethersand, 1, Grade 2 Intelligence Dissolvent, 1, Earth Cluster, 3, Wind Cluster, 3),
(908, 60 , 250, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/hemiskin-brais-of-fending.png, Hemiskin Brais of Fending, 1, Hemicyon Leather, 2, Star Velvet, 2, Griffin Leather Strap, 2, Cashmere Cloth, 1, Grade 3 Vitality Dissolvent, 3, null, null, Earth Cluster, 3, Wind Cluster, 3),
(909, 60 , 250, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/hemiskin-brais-of-maiming.png, Hemiskin Brais of Maiming, 1, Hemicyon Leather, 2, Star Velvet, 2, Griffin Leather Strap, 2, Cashmere Cloth, 1, Grade 3 Strength Dissolvent, 3, null, null, Earth Cluster, 3, Wind Cluster, 3),
(910, 60 , 250, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/hemiskin-trousers-of-striking.png, Hemiskin Trousers of Striking, 1, Hemicyon Leather, 3, Star Velvet, 1, Griffin Leather Strap, 1, Sewing Thread, 1, Gold Ingot, 1, Grade 3 Strength Dissolvent, 3, Earth Cluster, 3, Wind Cluster, 3),
(911, 60 , 250, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/hemiskin-trousers-of-scouting.png, Hemiskin Trousers of Scouting, 1, Hemicyon Leather, 3, Star Velvet, 1, Griffin Leather Strap, 1, Sewing Thread, 1, Gold Ingot, 1, Grade 3 Dexterity Dissolvent, 3, Earth Cluster, 3, Wind Cluster, 3),
(912, 60 , 250, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/hemiskin-trousers-of-aiming.png, Hemiskin Trousers of Aiming, 1, Hemicyon Leather, 3, Star Velvet, 1, Griffin Leather Strap, 1, Sewing Thread, 1, Gold Ingot, 1, Grade 3 Dexterity Dissolvent, 3, Earth Cluster, 3, Wind Cluster, 3),
(913, 60 , 255, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sky-rat-hookboots-of-fending.png, Sky Rat Hookboots of Fending, 1, Peteinosaur Leather, 1, Cloud Mythril Ingot, 1, Chimerical Felt, 1, High Mythrite Nugget, 1, Dawnborne Aethersand, 1, Grade 2 Vitality Dissolvent, 1, Earth Cluster, 3, Wind Cluster, 3),
(914, 60 , 255, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sky-rat-hookboots-of-maiming.png, Sky Rat Hookboots of Maiming, 1, Peteinosaur Leather, 1, Cloud Mythril Ingot, 1, Chimerical Felt, 1, High Mythrite Nugget, 1, Dawnborne Aethersand, 1, Grade 2 Strength Dissolvent, 1, Earth Cluster, 3, Wind Cluster, 3),
